Dates	Flow		
2010-03-07	460.9849697		
2010-03-08	397.5064789		
2010-03-09	349.8876294		
2010-03-10	318.8804944		
2010-03-11	302.7030817		
2010-03-12	279.4147372		
2010-03-13	306.8107319		
2010-03-14	350.7350546		
2010-03-15	286.2224828		
2010-03-16	257.2498897		
2010-03-17	239.2724453		
2010-03-18	217.5006275		
2010-03-19	203.6433005		
2010-03-20	189.7501397		
2010-03-21	175.8492927		
2010-03-22	161.9387061		
2010-03-23	152.2507634		
2010-03-24	145.2815741		
2010-03-25	138.3235589		
2010-03-26	136.0752518		
2010-03-27	132.0218055		
2010-03-28	125.726191		
2010-03-29	119.318157		
2010-03-30	116.4140859		
2010-03-31	118.8590546		
2010-04-01	143.4741888		
2010-04-02	145.4147849		
2010-04-03	139.3362834		
2010-04-04	206.2530004		
2010-04-05	361.5541268		
2010-04-06	411.1395473		
2010-04-07	290.8554937		
2010-04-08	231.9487355		
2010-04-09	199.3209216		
2010-04-10	179.0000419		
2010-04-11	174.050859		
2010-04-12	876.0447624		
2010-04-13	2210.618787		
2010-04-14	2884.81191		
2010-04-15	3581.245885		
2010-04-16	3577.799542		
2010-04-17	3503.101748		
2010-04-18	3383.817267		
2010-04-19	3328.999603		
2010-04-20	3278.409839		
2010-04-21	1443.767747		
2010-04-22	496.0730521		
2010-04-23	367.4220506		
2010-04-24	307.7111944		
2010-04-25	266.2317675		
2010-04-26	240.4271449		
2010-04-27	223.9184913		
2010-04-28	213.2853906		
2010-04-29	225.0990077		
2010-04-30	190.8873785		
2010-05-01	287.8731235		
2010-05-02	660.9667386		
2010-05-03	981.1758689		
2010-05-04	1683.789098		
2010-05-05	1364.501147		
2010-05-06	662.5596898		
2010-05-07	357.2071294		
2010-05-08	301.4438487		
2010-05-09	185.0100695		
2010-05-10	94.25649993		
2010-05-11	69.63265646		
2010-05-12	59.02749883		
2010-05-13	28.55280581		
2010-05-14	16.56862242		
2010-05-15	9.510635497		
2010-05-16	7.623122188		
2010-05-17	18.84539513		
2010-05-18	41.09108004		
2010-05-19	20.64856798		
2010-05-20	17.96336854		
2010-05-21	20.21302937		
2010-05-22	19.05066245		
2010-05-23	13.50785229		
2010-05-24	8.403980514		
2010-05-25	3.321749692		
2010-05-26	13.37317296		
2010-05-27	17.67313416		
2010-05-28	21.75989946		
2010-05-29	45.74627446		
2010-05-30	69.32428158		
2010-05-31	60.17875522		
2010-06-01	19.6915501		
2010-06-02	5.065584074		
2010-06-03	0		
2010-06-04	0		
2010-06-05	0		
2010-06-06	0.205286425		
2010-06-07	0		
2010-06-08	0		
2010-06-09	0		
2010-06-10	0		
2010-06-11	0		
2010-06-12	0		
2010-06-13	0		
2010-06-14	0		
2010-06-15	0		
2010-06-16	0		
2010-06-17	0		
2010-06-18	0		
2010-06-19	0		
2010-06-20	0		
2010-06-21	0		
2010-06-22	0		
2010-06-23	0		
2010-06-24	0		
2010-06-25	0		
2010-06-26	0		
2010-06-27	0		
2010-06-28	3.85982646		
2010-06-29	0		
2010-06-30	0		
2010-07-01	0		
2010-07-02	0		
2010-07-03	0		
2010-07-04	0		
2010-07-05	0.05571453		
2010-07-06	0.398551258		
2010-07-07	0		
2010-07-08	0		
2010-07-09	0		
2010-07-10	0		
2010-07-11	0		
2010-07-12	0.726649744		
2010-07-13	0		
2010-07-14	0		
2010-07-15	0		
2010-07-16	0		
2010-07-17	0		
2010-07-18	0		
2010-07-19	0		
2010-07-20	0		
2010-07-21	0		
2010-07-22	0		
2010-07-23	0		
2010-07-24	0		
2010-07-25	0		
2010-07-26	0		
2010-07-27	0		
2010-07-28	0		
2010-07-29	0		
2010-07-30	0		
2010-07-31	0		
2010-08-01	0		
2010-08-02	0		
2010-08-03	0		
2010-08-04	0		
2010-08-05	0		
2010-08-06	0		
2010-08-07	0		
2010-08-08	0		
2010-08-09	0		
2010-08-10	0		
2010-08-11	0		
2010-08-12	3.067371966		
2010-08-13	0		
2010-08-14	0		
2010-08-15	0		
2010-08-16	0		
2010-08-17	0		
2010-08-18	0		
2010-08-19	0		
2010-08-20	0.633760768		
2010-08-21	9.377675065		
2010-08-22	13.17733567		
2010-08-23	9.521181136		
2010-08-24	0		
2010-08-25	0		
2010-08-26	0		
2010-08-27	0		
2010-08-28	0		
2010-08-29	0		
2010-08-30	1.054657824		
2010-08-31	10.61411444		
2010-09-01	3.831497024		
2010-09-02	0		
2010-09-03	1.889313499		
2010-09-04	5.260064208		
2010-09-05	7.003669961		
2010-09-06	5.210659366		
2010-09-07	6.448370511		
2010-09-08	3.83634831		
2010-09-09	1.621560604		
2010-09-10	9.161716153		
2010-09-11	4.599317968		
2010-09-12	1.824436766		
2010-09-13	2.490492845		
2010-09-14	4.421369458		
2010-09-15	1.438581473		
2010-09-16	0		
2010-09-17	0		
2010-09-18	0		
2010-09-19	0		
2010-09-20	0		
2010-09-21	0		
2010-09-22	0		
2010-09-23	0		
2010-09-24	0		
2010-09-25	0		
2010-09-26	0		
2010-09-27	0		
2010-09-28	0		
2010-09-29	0		
2010-09-30	0		
2010-10-01	0		
2010-10-02	0		
2010-10-03	0		
2010-10-04	0		
2010-10-05	0		
2010-10-06	0		
2010-10-07	0		
2010-10-08	0		
2010-10-09	0		
2010-10-10	0		
2010-10-11	0		
2010-10-12	0		
2010-10-13	0		
2010-10-14	0		
2010-10-15	0		
2010-10-16	0		
2010-10-17	0		
2010-10-18	0		
2010-10-19	0		
2010-10-20	0		
2010-10-21	0		
2010-10-22	0		
2010-10-23	0		
2010-10-24	0		
2010-10-25	0		
2010-10-26	0		
2010-10-27	0		
2010-10-28	0		
2010-10-29	0		
2010-10-30	0		
2010-10-31	0		
2010-11-01	0		
2010-11-02	0		
2010-11-03	0		
2010-11-04	0		
2010-11-05	0		
2010-11-06	0		
2010-11-07	0		
2010-11-08	0		
2010-11-09	0		
2010-11-10	0		
2010-11-11	0		
2010-11-12	0		
2010-11-13	0		
2010-11-14	0		
2010-11-15	0		
2010-11-16	0		
2010-11-17	0		
2010-11-18	0		
2010-11-19	0		
2010-11-20	0		
2010-11-21	0		
2010-11-22	0		
2010-11-23	0		
2010-11-24	0		
2010-11-25	0		
2010-11-26	0		
2010-11-27	0		
2010-11-28	0		
2010-11-29	0		
2010-11-30	0		
2010-12-01	0		
2010-12-02	0		
2010-12-03	0		
2010-12-04	0		
2010-12-05	0		
2010-12-06	0		
2010-12-07	27.12732848		
2010-12-08	130.3835311		
2010-12-09	85.29307174		
2010-12-10	66.08042936		
2010-12-11	56.38392745		
2010-12-12	46.88294938		
2010-12-13	38.43894357		
2010-12-14	31.74283155		
2010-12-15	27.24594818		
2010-12-16	34.73725443		
2010-12-17	43.44631579		
2010-12-18	50.37485348		
2010-12-19	87.61116793		
2010-12-20	515.0741177		
2010-12-21	1106.659144		
2010-12-22	748.8833395		
2010-12-23	734.9307874		
2010-12-24	402.0932724		
2010-12-25	272.3687323		
2010-12-26	278.6376862		
2010-12-27	422.1532701		
2010-12-28	393.8913729		
2010-12-29	1190.633623		
2010-12-30	1806.515067		
2010-12-31	1061.130707		
2011-01-01	805.2234279		
2011-01-02	847.4053354		
2011-01-03	1452.417653		
2011-01-04	1008.538197		
2011-01-05	697.090625		
2011-01-06	552.3646844		
2011-01-07	468.8580446		
2011-01-08	408.8220521		
2011-01-09	357.9606831		
2011-01-10	319.4247253		
2011-01-11	283.136901		
2011-01-12	252.0189014		
2011-01-13	232.06399		
2011-01-14	216.6663327		
2011-01-15	220.3259753		
2011-01-16	211.5527006		
2011-01-17	192.8231616		
2011-01-18	175.6406696		
2011-01-19	160.1358946		
2011-01-20	145.7634537		
2011-01-21	134.1758424		
2011-01-22	123.0648531		
2011-01-23	112.7980529		
2011-01-24	104.6466421		
2011-01-25	95.4579455		
2011-01-26	87.29501368		
2011-01-27	79.78114949		
2011-01-28	74.44522049		
2011-01-29	70.12156117		
2011-01-30	69.24045719		
2011-01-31	66.78864218		
2011-02-01	70.74243977		
2011-02-02	63.51944594		
2011-02-03	56.38320772		
2011-02-04	51.56323827		
2011-02-05	47.59880081		
2011-02-06	43.13508053		
2011-02-07	39.89352805		
2011-02-08	36.03954451		
2011-02-09	32.87941656		
2011-02-10	30.82806344		
2011-02-11	28.87930273		
2011-02-12	26.91616044		
2011-02-13	25.70784934		
2011-02-14	25.55606571		
2011-02-15	26.96020453		
2011-02-16	780.6034057		
2011-02-17	1303.267278		
2011-02-18	1813.286695		
2011-02-19	1180.80177		
2011-02-20	903.6501388		
2011-02-21	596.551516		
2011-02-22	444.5007434		
2011-02-23	362.7847109		
2011-02-24	323.1372772		
2011-02-25	461.0448416		
2011-02-26	833.3596195		
2011-02-27	471.9025939		
2011-02-28	340.0237451		
2011-03-01	291.4524448		
2011-03-02	510.7660939		
2011-03-03	958.4944007		
2011-03-04	642.5100644		
2011-03-05	500.1396969		
2011-03-06	499.504351		
2011-03-07	975.1715804		
2011-03-08	1081.27636		
2011-03-09	1224.922257		
2011-03-10	1569.263209		
2011-03-11	1948.623628		
2011-03-12	2049.666195		
2011-03-13	2052.361894		
2011-03-14	1625.998824		
2011-03-15	1716.098994		
2011-03-16	2388.416738		
2011-03-17	2678.895369		
2011-03-18	2885.943337		
2011-03-19	4180.324085		
2011-03-20	8836.461634		
2011-03-21	7599.004983		
2011-03-22	4958.193797		
2011-03-23	5501.146246		
2011-03-24	7684.719912		
2011-03-25	10503.78762		
2011-03-26	7401.62696		
2011-03-27	7222.350554		
2011-03-28	6103.949492		
2011-03-29	5537.998497		
2011-03-30	5192.315155		
2011-03-31	4896.355479		
2011-04-01	4686.123981		
2011-04-02	4372.920588		
2011-04-03	4202.576423		
2011-04-04	3907.345495		
2011-04-05	3813.852215		
2011-04-06	3723.755702		
2011-04-07	3646.019783		
2011-04-08	3570.843955		
2011-04-09	3469.985884		
2011-04-10	3338.803153		
2011-04-11	3270.541142		
2011-04-12	3065.991254		
2011-04-13	2716.503194		
2011-04-14	2140.371665		
2011-04-15	1418.522221		
2011-04-16	885.2536997		
2011-04-17	558.3588697		
2011-04-18	447.2993887		
2011-04-19	395.8866578		
2011-04-20	326.9353761		
2011-04-21	254.9227457		
2011-04-22	224.8721452		
2011-04-23	161.4388002		
2011-04-24	123.4870618		
2011-04-25	105.9873054		
2011-04-26	97.6304619		
2011-04-27	81.69501831		
2011-04-28	64.07314867		
2011-04-29	65.88207946		
2011-04-30	94.94347501		
2011-05-01	107.7292836		
2011-05-02	106.8001628		
2011-05-03	93.52074307		
2011-05-04	68.43986267		
2011-05-05	60.23306988		
2011-05-06	52.27012319		
2011-05-07	54.2963177		
2011-05-08	56.18685562		
2011-05-09	73.81440516		
2011-05-10	65.00878823		
2011-05-11	52.6211307		
2011-05-12	49.55444017		
2011-05-13	46.13106164		
2011-05-14	40.55467611		
2011-05-15	47.00949341		
2011-05-16	63.63306967		
2011-05-17	101.5715375		
2011-05-18	115.9494721		
2011-05-19	85.79589113		
2011-05-20	60.2070425		
2011-05-21	47.41800899		
2011-05-22	39.52354624		
2011-05-23	36.68050166		
2011-05-24	28.90668348		
2011-05-25	28.69267579		
2011-05-26	35.84122363		
2011-05-27	36.79254405		
2011-05-28	33.60589639		
2011-05-29	49.03053855		
2011-05-30	68.4255567		
2011-05-31	51.69490029		
2011-06-01	46.35507156		
2011-06-02	32.35247176		
2011-06-03	31.89368568		
2011-06-04	44.04136553		
2011-06-05	60.57495647		
2011-06-06	82.29730791		
2011-06-07	89.16429085		
2011-06-08	57.50574791		
2011-06-09	33.90198414		
2011-06-10	15.52655681		
2011-06-11	12.16428678		
2011-06-12	31.69666772		
2011-06-13	32.50395167		
2011-06-14	9.377168485		
2011-06-15	14.52245708		
2011-06-16	16.94485803		
2011-06-17	17.54091817		
2011-06-18	8.918520267		
2011-06-19	12.44651675		
2011-06-20	27.14088682		
2011-06-21	31.18234768		
2011-06-22	21.50941761		
2011-06-23	9.977841521		
2011-06-24	9.825196842		
2011-06-25	20.52116006		
2011-06-26	14.95062759		
2011-06-27	9.38075448		
2011-06-28	37.95999926		
2011-06-29	97.90971848		
2011-06-30	78.3989694		
2011-07-01	65.17850805		
2011-07-02	39.25743721		
2011-07-03	45.74767648		
2011-07-04	56.63167652		
2011-07-05	29.19462839		
2011-07-06	12.2221493		
2011-07-07	8.878451441		
2011-07-08	23.14434612		
2011-07-09	37.69709465		
2011-07-10	35.42547978		
2011-07-11	37.20840123		
2011-07-12	31.60904003		
2011-07-13	29.76283284		
2011-07-14	9.446722667		
2011-07-15	0.397041366		
2011-07-16	22.05574919		
2011-07-17	39.21742218		
2011-07-18	29.15406355		
2011-07-19	9.57740033		
2011-07-20	4.535968121		
2011-07-21	0		
2011-07-22	0.978366063		
2011-07-23	0		
2011-07-24	0.252571944		
2011-07-25	22.73649639		
2011-07-26	21.29629186		
2011-07-27	0.148079704		
2011-07-28	2.098031558		
2011-07-29	0		
2011-07-30	5.752744606		
2011-07-31	19.07722527		
2011-08-01	17.88485852		
2011-08-02	9.465221382		
2011-08-03	0		
2011-08-04	0		
2011-08-05	0.662413021		
2011-08-06	0.263837957		
2011-08-07	4.568138406		
2011-08-08	0		
2011-08-09	10.66853746		
2011-08-10	10.06850629		
2011-08-11	3.976906001		
2011-08-12	6.354931527		
2011-08-13	11.29234179		
2011-08-14	14.37843276		
2011-08-15	9.541400775		
2011-08-16	4.233952057		
2011-08-17	0		
2011-08-18	0		
2011-08-19	0		
2011-08-20	0		
2011-08-21	14.65613741		
2011-08-22	18.46450411		
2011-08-23	12.57410304		
2011-08-24	13.99826858		
2011-08-25	4.580345342		
2011-08-26	2.787393854		
2011-08-27	12.32603864		
2011-08-28	26.31834534		
2011-08-29	27.41122964		
2011-08-30	20.10179279		
2011-08-31	15.7277973		
2011-09-01	10.16830725		
2011-09-02	3.860112218		
2011-09-03	0.909757797		
2011-09-04	0.346734504		
2011-09-05	0		
2011-09-06	0		
2011-09-07	0		
2011-09-08	0		
2011-09-09	0.999615188		
2011-09-10	2.940832577		
2011-09-11	6.568003724		
2011-09-12	10.85061578		
2011-09-13	1.099003697		
2011-09-14	0		
2011-09-15	0		
2011-09-16	0		
2011-09-17	0.897537545		
2011-09-18	9.041367494		
2011-09-19	13.40150599		
2011-09-20	1.318531936		
2011-09-21	0		
2011-09-22	0		
2011-09-23	0		
2011-09-24	0		
2011-09-25	0		
2011-09-26	0		
2011-09-27	0		
2011-09-28	0		
2011-09-29	0		
2011-09-30	0		
2011-10-01	0		
2011-10-02	0		
2011-10-03	0		
2011-10-04	1.866314511		
2011-10-05	8.45600715		
2011-10-06	24.91518782		
2011-10-07	21.78523916		
2011-10-08	9.435469669		
2011-10-09	1.718301644		
2011-10-10	4.057301671		
2011-10-11	6.737321		
2011-10-12	5.571451164		
2011-10-13	6.783385693		
2011-10-14	7.577628134		
2011-10-15	7.462587232		
2011-10-16	10.05075817		
2011-10-17	5.853525421		
2011-10-18	1.186291772		
2011-10-19	2.79282978		
2011-10-20	3.812024122		
2011-10-21	2.329628309		
2011-10-22	2.782910178		
2011-10-23	0.426556349		
2011-10-24	0		
2011-10-25	0		
2011-10-26	0		
2011-10-27	0		
2011-10-28	0		
2011-10-29	0		
2011-10-30	0		
2011-10-31	0		
2011-11-01	0		
2011-11-02	0		
2011-11-03	0		
2011-11-04	0		
2011-11-05	0		
2011-11-06	0		
2011-11-07	0		
2011-11-08	0		
2011-11-09	0		
2011-11-10	0		
2011-11-11	0		
2011-11-12	0		
2011-11-13	0		
2011-11-14	0		
2011-11-15	0.094248101		
2011-11-16	0.653905106		
2011-11-17	1.612209539		
2011-11-18	2.186598557		
2011-11-19	2.933371037		
2011-11-20	6.529641643		
2011-11-21	6.183018417		
2011-11-22	6.810604312		
2011-11-23	8.461548026		
2011-11-24	10.90589252		
2011-11-25	11.080822		
2011-11-26	10.68088081		
2011-11-27	11.60705391		
2011-11-28	12.00833384		
2011-11-29	10.51677553		
2011-11-30	9.436984856		
2011-12-01	8.908853208		
2011-12-02	9.394564432		
2011-12-03	8.326900338		
2011-12-04	7.472984386		
2011-12-05	7.559469554		
2011-12-06	6.716194379		
2011-12-07	6.306999659		
2011-12-08	6.814049966		
2011-12-09	6.636342957		
2011-12-10	7.431772275		
2011-12-11	8.55529751		
2011-12-12	9.074219376		
2011-12-13	8.377297937		
2011-12-14	8.365884432		
2011-12-15	9.508461435		
2011-12-16	9.412775622		
2011-12-17	9.088420035		
2011-12-18	9.548676236		
2011-12-19	9.815328626		
2011-12-20	9.291799777		
2011-12-21	8.53902493		
2011-12-22	8.154361726		
2011-12-23	8.781157585		
2011-12-24	9.216196048		
2011-12-25	10.37690763		
2011-12-26	10.33328702		
2011-12-27	9.955694636		
2011-12-28	8.931733373		
2011-12-29	8.453069214		
2011-12-30	8.332817171		
2011-12-31	9.122254597		
2012-01-01	9.783967075		
2012-01-02	9.952393351		
2012-01-03	9.234073015		
2012-01-04	8.163076851		
2012-01-05	7.294690205		
2012-01-06	6.507510474		
2012-01-07	6.069191272		
2012-01-08	4.987040106		
2012-01-09	4.229790183		
2012-01-10	4.048299616		
2012-01-11	4.111760066		
2012-01-12	4.293331106		
2012-01-13	5.151418534		
2012-01-14	3.626005491		
2012-01-15	0.446877863		
2012-01-16	1.036312178		
2012-01-17	2.042207427		
2012-01-18	1.134970546		
2012-01-19	0.614784617		
2012-01-20	0.466909533		
2012-01-21	11.71377874		
2012-01-22	30.08581983		
2012-01-23	183.3028816		
2012-01-24	567.4683638		
2012-01-25	236.6421341		
2012-01-26	138.9583514		
2012-01-27	105.0500628		
2012-01-28	79.79996673		
2012-01-29	64.75876705		
2012-01-30	55.3407297		
2012-01-31	48.24979525		
2012-02-01	42.65892777		
2012-02-02	38.38153752		
2012-02-03	35.45026182		
2012-02-04	32.84928991		
2012-02-05	31.21846417		
2012-02-06	30.40285259		
2012-02-07	32.11712565		
2012-02-08	33.63422697		
2012-02-09	34.25220882		
2012-02-10	38.27807492		
2012-02-11	39.46836765		
2012-02-12	39.23448833		
2012-02-13	38.06553898		
2012-02-14	35.22313504		
2012-02-15	31.72604497		
2012-02-16	26.96152385		
2012-02-17	24.10461177		
2012-02-18	22.29866275		
2012-02-19	21.53193831		
2012-02-20	20.9940796		
2012-02-21	20.15466589		
2012-02-22	19.9203155		
2012-02-23	21.91064601		
2012-02-24	23.04749368		
2012-02-25	22.47694771		
2012-02-26	21.27991024		
2012-02-27	21.29942494		
2012-02-28	20.94852299		
2012-02-29	21.1762794		
2012-03-01	23.17837039		
2012-03-02	25.14390953		
2012-03-03	28.2577917		
2012-03-04	30.53028519		
2012-03-05	31.24329527		
2012-03-06	29.90572702		
2012-03-07	26.20622997		
2012-03-08	22.2725734		
2012-03-09	18.70615853		
2012-03-10	17.22042162		
2012-03-11	16.88317945		
2012-03-12	16.4265359		
2012-03-13	16.69462506		
2012-03-14	21.45389053		
2012-03-15	271.2637592		
2012-03-16	302.0059513		
2012-03-17	280.337674		
2012-03-18	366.1242284		
2012-03-19	286.4474808		
2012-03-20	219.4573371		
2012-03-21	181.8753941		
2012-03-22	153.0600626		
2012-03-23	131.8656384		
2012-03-24	115.7652568		
2012-03-25	142.7054499		
2012-03-26	211.9848423		
2012-03-27	235.3536949		
2012-03-28	1296.631535		
2012-03-29	1276.728178		
2012-03-30	549.5488047		
2012-03-31	361.6657693		
2012-04-01	618.9854065		
2012-04-02	557.5861543		
2012-04-03	363.769611		
2012-04-04	295.77855		
2012-04-05	255.249813		
2012-04-06	224.1053049		
2012-04-07	201.2329581		
2012-04-08	182.3032715		
2012-04-09	167.1839741		
2012-04-10	156.5602337		
2012-04-11	150.9307965		
2012-04-12	177.909252		
2012-04-13	458.8664454		
2012-04-14	562.2130875		
2012-04-15	395.3161654		
2012-04-16	297.6969769		
2012-04-17	248.6538562		
2012-04-18	219.3313295		
2012-04-19	195.6461821		
2012-04-20	177.3535158		
2012-04-21	162.3718085		
2012-04-22	157.5420356		
2012-04-23	204.1764423		
2012-04-24	213.5150143		
2012-04-25	216.3984441		
2012-04-26	211.3205163		
2012-04-27	106.7903382		
2012-04-28	53.61271326		
2012-04-29	37.63087464		
2012-04-30	27.31758353		
2012-05-01	19.77577742		
2012-05-02	14.9775477		
2012-05-03	12.43463055		
2012-05-04	10.92154021		
2012-05-05	8.811296801		
2012-05-06	7.384712702		
2012-05-07	6.415651299		
2012-05-08	5.723246798		
2012-05-09	5.028306925		
2012-05-10	2.713242208		
2012-05-11	1.83032921		
2012-05-12	1.92720096		
2012-05-13	2.672067123		
2012-05-14	2.446419646		
2012-05-15	4.219351419		
2012-05-16	3.258859806		
2012-05-17	1.8982205		
2012-05-18	1.112893551		
2012-05-19	0.658604436		
2012-05-20	0.346089358		
2012-05-21	0.102723132		
2012-05-22	0.02053189		
2012-05-23	0		
2012-05-24	0		
2012-05-25	0		
2012-05-26	0		
2012-05-27	0		
2012-05-28	0		
2012-05-29	0		
2012-05-30	0		
2012-05-31	0		
2012-06-01	0		
2012-06-02	0		
2012-06-03	0		
2012-06-04	0		
2012-06-05	0		
2012-06-06	0		
2012-06-07	0		
2012-06-08	0		
2012-06-09	0		
2012-06-10	0		
2012-06-11	0		
2012-06-12	0		
2012-06-13	0		
2012-06-14	0		
2012-06-15	0		
2012-06-16	0		
2012-06-17	0		
2012-06-18	0		
2012-06-19	0		
2012-06-20	0		
2012-06-21	0		
2012-06-22	0		
2012-06-23	0		
2012-06-24	0		
2012-06-25	0		
2012-06-26	0		
2012-06-27	0		
2012-06-28	0		
2012-06-29	0		
2012-06-30	0		
2012-07-01	0		
2012-07-02	0		
2012-07-03	0		
2012-07-04	0		
2012-07-05	0		
2012-07-06	0		
2012-07-07	0		
2012-07-08	0		
2012-07-09	0		
2012-07-10	0		
2012-07-11	0		
2012-07-12	0		
2012-07-13	0		
2012-07-14	0		
2012-07-15	0		
2012-07-16	0		
2012-07-17	0		
2012-07-18	0		
2012-07-19	0		
2012-07-20	0		
2012-07-21	0		
2012-07-22	0		
2012-07-23	0		
2012-07-24	0		
2012-07-25	0		
2012-07-26	0		
2012-07-27	0		
2012-07-28	0		
2012-07-29	0		
2012-07-30	0		
2012-07-31	0		
2012-08-01	0		
2012-08-02	0		
2012-08-03	0		
2012-08-04	0		
2012-08-05	0		
2012-08-06	0		
2012-08-07	0		
2012-08-08	0		
2012-08-09	0		
2012-08-10	0		
2012-08-11	0		
2012-08-12	0		
2012-08-13	0		
2012-08-14	0		
2012-08-15	0		
2012-08-16	0		
2012-08-17	0		
2012-08-18	0		
2012-08-19	0		
2012-08-20	0		
2012-08-21	0		
2012-08-22	0		
2012-08-23	0		
2012-08-24	0		
2012-08-25	0		
2012-08-26	0		
2012-08-27	0		
2012-08-28	0		
2012-08-29	0		
2012-08-30	0		
2012-08-31	0		
2012-09-01	0		
2012-09-02	0		
2012-09-03	0		
2012-09-04	0		
2012-09-05	0		
2012-09-06	0		
2012-09-07	0		
2012-09-08	0		
2012-09-09	0		
2012-09-10	0		
2012-09-11	0		
2012-09-12	0		
2012-09-13	0		
2012-09-14	0		
2012-09-15	0		
2012-09-16	0		
2012-09-17	0		
2012-09-18	0		
2012-09-19	0		
2012-09-20	0		
2012-09-21	0		
2012-09-22	0		
2012-09-23	0		
2012-09-24	0		
2012-09-25	0		
2012-09-26	0		
2012-09-27	0		
2012-09-28	0		
2012-09-29	0		
2012-09-30	0		
2012-10-01	0		
2012-10-02	0		
2012-10-03	0		
2012-10-04	0		
2012-10-05	0		
2012-10-06	0		
2012-10-07	0		
2012-10-08	0		
2012-10-09	0		
2012-10-10	0		
2012-10-11	0		
2012-10-12	0		
2012-10-13	0		
2012-10-14	0		
2012-10-15	0		
2012-10-16	0		
2012-10-17	0		
2012-10-18	0		
2012-10-19	0		
2012-10-20	0		
2012-10-21	0		
2012-10-22	0		
2012-10-23	0		
2012-10-24	0		
2012-10-25	0		
2012-10-26	0		
2012-10-27	0		
2012-10-28	0		
2012-10-29	0		
2012-10-30	0		
2012-10-31	0		
2012-11-01	0		
2012-11-02	0		
2012-11-03	0		
2012-11-04	0		
2012-11-05	0		
2012-11-06	0		
2012-11-07	0		
2012-11-08	0		
2012-11-09	0		
2012-11-10	0		
2012-11-11	0		
2012-11-12	0		
2012-11-13	0		
2012-11-14	0		
2012-11-15	0		
