Dates	Flow	SSC
2012-04-13	510.65	50.00
2012-04-26	221.59	34.00
2012-12-01	1735.66	872.87
2012-12-02	1276.58	269.00
2012-12-03	2624.85	1264.37
2012-12-05	305.35	74.00
2012-12-17	92.89	11.00
2012-12-19	118.17	11.00
2012-12-22	3602.78	1280.00
2012-12-23	2172.63	534.79
2012-12-24	4151.04	1929.81
2012-12-28	1523.20	342.00
2013-01-02	1336.78	104.00
2013-01-04	1022.32	90.00
2013-01-10	163.43	19.00
2013-01-11	138.46	20.00
2013-01-15	104.35	17.00
2013-01-16	99.31	11.00
2013-01-17	95.62	15.00
2013-01-22	79.57	9.00
2013-01-23	77.42	20.00
2013-01-29	70.75	7.00
2013-02-01	64.36	6.00
2013-02-04	59.47	3.00
2013-02-05	57.99	5.00
2013-02-08	56.53	8.00
2013-02-12	52.98	20.00
2013-02-15	51.60	39.00
2013-02-19	50.23	54.00
2013-02-21	47.56	47.50
2013-02-26	40.61	68.00
2013-03-06	40.61	51.00
2013-03-08	48.88	26.00
2013-03-11	40.61	16.00
2013-03-13	38.23	13.00
2013-03-19	7.05	12.00
2013-04-01	6.82	22.00
2014-03-02	200.94	47.04
2014-03-03	101.91	60.00
2014-03-05	39.00	25.00
2014-03-07	47.66	15.48
2014-04-02	100.91	6.00
2014-04-03	194.82	39.00
2014-04-08	0.001	10.00
2014-12-05	133.45	537.51
2014-12-12	9490.81	2056.76
2014-12-13	1214.71	489.00
2014-12-15	287.92	62.00
2014-12-16	1946.01	1180.00
2014-12-20	1459.29	1310.00
2014-12-22	539.92	79.00
2014-12-24	264.18	37.00
2014-12-29	79.49	29.00
2014-12-31	56.57	15.00
2015-01-05	24.13	8.00
2015-01-16	0.001	7.00
2015-02-07	5175.16	3299.91
2015-02-08	823.97	470.00
2015-02-09	1977.87	1095.45
2015-02-10	866.57	307.00
2015-02-11	448.26	102.00
2015-02-17	87.44	14.00
2016-01-07	16.05	477.36
2016-01-08	140.51	353.00
2016-01-09	176.34	130.00
2016-01-12	93.19	34.00
2016-01-13	73.26	37.00
2016-01-18	534.64	268.53
2016-01-19	790.48	689.00
2016-01-20	1198.29	999.05
2016-01-22	422.39	73.00
2016-01-25	341.47	117.00
2016-01-28	246.91	15.00
2016-02-02	206.83	11.50
2016-02-04	179.28	7.00
2016-03-06	2240.27	10400.00
2016-03-07	2424.01	2450.00
2016-03-08	1323.18	947.32
2016-03-11	3362.12	1842.83
2016-03-12	3046.06	1170.00
2016-03-13	3391.87	2680.00
2016-03-14	2142.32	594.00
2016-03-16	1878.93	474.00
2016-03-17	2214.81	718.00
2016-03-24	828.47	104.00
2016-03-31	883.61	95.00
2016-04-01	753.99	89.00
2016-04-05	485.68	47.00
2016-04-07	272.36	33.98
2016-12-12	166.85	89.55
2016-12-16	2715.83	1273.38
2016-12-17	1068.74	223.00
2016-12-21	445.02	8.00
2016-12-27	387.60	22.00
2016-12-29	337.90	5.00
2017-01-02	284.03	3.00
2017-01-05	1138.19	435.00
2017-01-06	701.26	111.00
2017-01-08	3194.36	1350.00
2017-01-09	12667.84	1670.00
2017-01-10	5165.37	1605.00
2017-01-11	16016.69	1830.00
2017-01-13	4637.45	867.00
2017-01-14	3672.03	694.00
2017-01-17	3080.56	470.50
2017-01-19	8669.41	2613.14
2017-01-20	6859.00	1800.00
2017-01-21	6983.61	928.00
2017-01-23	7288.08	951.00
2017-01-24	5149.30	708.00
2017-01-26	4041.57	741.00
2017-01-30	3527.53	410.00
2017-02-02	3495.60	430.49
2017-02-06	5586.02	1000.00
2017-02-08	9238.40	1210.00
2017-02-10	12072.82	1297.58
2017-02-13	5082.80	761.00
2017-02-16	4457.82	643.00
2017-02-21	15389.91	1755.01
2017-02-23	6761.44	1000.00
2017-02-27	5162.34	717.00
2017-03-02	4425.87	537.00
2017-03-06	4183.84	541.00
2017-03-09	3967.26	355.00
2017-03-13	3445.52	291.00
2017-03-16	3293.98	295.02
2017-03-20	2942.00	240.00
2017-03-23	2132.89	224.00
2017-03-27	1981.16	125.00
2017-03-29	1837.08	126.00
2017-04-03	775.48	50.00
2017-04-04	582.69	34.00
2017-04-05	500.40	29.00
2017-04-10	1567.69	96.00
2017-04-13	1520.07	97.00
2017-04-17	1752.25	145.00
2017-04-20	1348.17	71.00
2017-04-24	659.33	38.00
2017-04-26	384.45	315.00
2017-04-27	373.22	30.00
2017-05-01	328.27	43.00
2017-05-03	114.92	23.00
