Dates	Flow
2011-02-22	222.000
2011-02-23	92.300
2011-02-24	22.400
2011-02-25	16.000
2011-02-26	117.000
2011-02-27	119.000
2011-02-28	53.000
2011-03-01	11.500
2011-03-02	0.000
2011-03-03	85.100
2011-03-04	232.000
2011-03-05	138.000
2011-03-06	108.000
2011-03-07	184.000
2011-03-08	403.000
2011-03-09	495.000
2011-03-10	654.000
2011-03-11	1160.000
2011-03-12	1420.000
2011-03-13	1380.000
2011-03-14	1380.000
2011-03-15	1110.000
2011-03-16	1420.000
2011-03-17	1950.000
2011-03-18	2210.000
2011-03-19	3740.000
2011-03-20	7310.000
2011-03-21	8990.000
2011-03-22	5380.000
2011-03-23	4820.000
2011-03-24	7090.000
2011-03-25	9850.000
2011-03-26	7390.000
2011-03-27	7140.000
2011-03-28	6150.000
2011-03-29	5380.000
2011-03-30	4980.000
2011-03-31	4630.000
2011-04-01	4400.000
2011-04-02	4150.000
2011-04-03	3950.000
2011-04-04	3650.000
2011-04-05	3550.000
2011-04-06	3360.000
2011-04-07	3110.000
2011-04-08	2960.000
2011-04-09	2790.000
2011-04-10	2560.000
2011-04-11	2550.000
2011-04-12	2290.000
2011-04-13	2170.000
2011-04-14	2310.000
2011-04-15	1560.000
2011-04-16	676.000
2011-04-17	263.000
2011-04-18	96.600
2011-04-19	29.000
2011-04-20	0.610
2012-01-01	0.000
2012-01-02	0.000
2012-01-03	0.000
2012-01-04	0.000
2012-01-05	0.000
2012-01-06	0.000
2012-01-07	0.000
2012-01-08	0.000
2012-01-09	0.000
2012-01-10	0.000
2012-01-11	0.000
2012-01-12	0.000
2012-01-13	0.000
2012-01-14	0.000
2012-01-15	0.000
2012-01-16	0.000
2012-01-17	0.000
2012-01-18	0.000
2012-01-19	0.000
2012-01-20	0.000
2012-01-21	0.000
2012-01-22	0.000
2012-01-23	0.000
2012-01-24	0.000
2012-01-25	0.000
2012-01-26	0.000
2012-01-27	0.000
2012-01-28	0.000
2012-01-29	0.000
2012-01-30	0.000
2012-01-31	0.000
2012-02-01	0.000
2012-02-02	0.000
2012-02-03	0.000
2012-02-04	0.000
2012-02-05	0.000
2012-02-06	0.000
2012-02-07	0.000
2012-02-08	0.000
2012-02-09	0.000
2012-02-10	0.000
2012-02-11	0.000
2012-02-12	0.000
2012-02-13	0.000
2012-02-14	0.000
2012-02-15	0.000
2012-02-16	0.000
2012-02-17	0.000
2012-02-18	0.000
2012-02-19	0.000
2012-02-20	0.000
2012-02-21	0.000
2012-02-22	0.000
2012-02-23	0.000
2012-02-24	0.000
2012-02-25	0.000
2012-02-26	0.000
2012-02-27	0.000
2012-02-28	0.000
2012-02-29	0.000
2012-03-01	0.000
2012-03-02	0.000
2012-03-03	0.000
2012-03-04	0.000
2012-03-05	0.000
2012-03-06	0.000
2012-03-07	0.000
2012-03-08	0.000
2012-03-09	0.000
2012-03-10	0.000
2012-03-11	0.000
2012-03-12	0.000
2012-03-13	0.000
2012-03-14	0.000
2012-03-15	0.000
2012-03-16	0.000
2012-03-17	0.000
2012-03-18	0.000
2012-03-19	0.000
2012-03-20	0.000
2012-03-21	0.000
2012-03-22	0.000
2012-03-23	0.000
2012-03-24	0.000
2012-03-25	0.000
2012-03-26	0.000
2012-03-27	0.000
2012-03-28	0.000
2012-03-29	0.000
2012-03-30	0.000
2012-03-31	0.000
2012-04-01	0.000
2012-04-02	0.000
2012-04-03	0.000
2012-04-04	0.000
2012-04-05	0.000
2012-04-06	0.000
2012-04-07	0.000
2012-04-08	0.000
2012-04-09	0.000
2012-04-10	0.000
2012-04-11	0.000
2012-04-12	0.000
2012-04-13	0.000
2012-04-14	0.000
2012-04-15	0.000
2012-04-16	0.000
2012-04-17	0.000
2012-04-18	0.000
2012-04-19	0.000
2012-04-20	0.000
2012-04-21	0.000
2012-04-22	0.000
2012-04-23	0.000
2012-04-24	0.000
2012-04-25	0.000
2012-04-26	0.000
2012-04-27	0.000
2012-04-28	0.000
2012-04-29	0.000
2012-04-30	0.000
2012-05-01	0.000
2012-05-02	0.000
2012-05-03	0.000
2012-05-04	0.000
2012-05-05	0.000
2012-05-06	0.000
2012-05-07	0.000
2012-05-08	0.000
2012-05-09	0.000
2012-05-10	0.000
2012-05-11	0.000
2012-05-12	0.000
2012-05-13	0.000
2012-05-14	0.000
2012-05-15	0.000
2012-05-16	0.000
2012-05-17	0.000
2012-11-10	0.000
2012-11-11	0.000
2012-11-12	0.000
2012-11-13	0.000
2012-11-14	0.000
2012-11-15	0.000
2012-11-16	0.000
2012-11-17	0.000
2012-11-18	0.000
2012-11-19	0.000
2012-11-20	0.000
2012-11-21	0.000
2012-11-22	0.000
2012-11-23	0.000
2012-11-24	0.000
2012-11-25	0.000
2012-11-26	0.000
2012-11-27	0.000
2012-11-28	0.000
2012-11-29	0.000
2012-11-30	0.000
2012-12-01	0.000
2012-12-02	0.000
2012-12-03	1210.000
2012-12-04	369.000
2012-12-05	281.000
2012-12-06	386.000
2012-12-07	321.000
2012-12-08	157.000
2012-12-09	87.300
2012-12-10	58.900
2012-12-11	39.200
2012-12-12	24.000
2012-12-13	9.870
2012-12-14	0.180
2012-12-15	0.000
2012-12-16	0.000
2012-12-17	0.000
2012-12-18	0.000
2012-12-19	0.000
2012-12-20	0.000
2012-12-21	0.000
2012-12-22	268.000
2012-12-23	2020.000
2012-12-24	5570.000
2012-12-25	1860.000
2012-12-26	1110.000
2012-12-27	909.000
2012-12-28	763.000
2012-12-29	1080.000
2012-12-30	1170.000
2012-12-31	1090.000
2013-01-01	1130.000
2013-01-02	1140.000
2013-01-03	1150.000
2013-01-04	1040.000
2013-01-05	703.000
2013-01-06	465.000
2013-01-07	344.000
2013-01-08	283.000
2013-01-09	206.000
2013-01-10	153.000
2013-01-11	120.000
2013-01-12	103.000
2013-01-13	87.400
2013-01-14	66.000
2013-01-15	40.300
2013-01-16	32.200
2013-01-17	22.900
2013-01-18	14.400
2013-01-19	6.980
2013-01-20	0.860
2013-01-21	0.000
2013-01-22	0.000
2013-01-23	0.000
2013-01-24	0.000
2013-01-25	0.000
2013-01-26	0.000
2013-01-27	0.000
2013-01-28	0.000
2013-01-29	0.000
2013-01-30	0.000
2013-01-31	0.000
2013-02-01	0.000
2013-02-02	0.000
2013-02-03	0.000
2013-02-04	0.000
2013-02-05	0.000
2013-02-06	0.000
2013-02-07	0.000
2013-02-08	0.000
2013-02-09	0.000
2013-02-10	0.000
2013-02-11	0.000
2013-02-12	0.000
2013-02-13	0.000
2013-02-14	0.000
2013-02-15	0.000
2013-02-16	0.000
2013-02-17	0.000
2013-02-18	0.000
2013-02-19	0.000
2013-02-20	0.000
2013-02-21	0.000
2013-02-22	0.000
2013-02-23	0.000
2013-02-24	0.000
2013-02-25	0.000
2013-02-26	0.000
2013-02-27	0.000
2013-02-28	0.000
2013-03-01	0.000
2013-03-02	0.000
2013-03-03	0.000
2013-03-04	0.000
2013-03-05	0.000
2013-03-06	0.000
2013-03-07	0.000
2013-03-08	0.000
2013-03-09	0.000
2013-03-10	0.000
2013-03-11	0.000
2013-03-12	0.000
2013-03-13	0.000
2013-03-14	0.000
2013-03-15	0.000
2013-03-16	0.000
2013-03-17	0.000
2013-03-18	0.000
2013-03-19	0.000
2013-03-20	0.000
2013-03-21	0.000
2013-03-22	0.000
2013-03-23	0.000
2013-03-24	0.000
2013-03-25	0.000
2013-03-26	0.000
2013-03-27	0.000
2013-03-28	0.000
2013-03-29	0.000
2013-03-30	0.000
2013-03-31	0.000
2013-04-01	0.000
2013-04-02	0.000
2013-04-03	0.000
2013-04-04	0.000
2013-04-05	0.000
2013-04-06	0.000
2013-04-07	0.000
2013-04-08	0.000
2013-04-09	0.000
2013-04-10	0.000
2013-04-11	0.000
2013-04-12	0.000
2013-04-13	0.000
2013-04-14	0.000
2013-04-15	0.000
2013-04-16	0.000
2013-04-17	0.000
2013-04-18	0.000
2013-04-19	0.000
2013-04-20	0.000
2013-04-21	0.000
2013-04-22	0.000
2014-03-04	0.000
2014-03-05	0.000
2014-03-06	0.000
2014-03-07	0.000
2014-03-08	0.000
2014-03-09	0.000
2014-03-10	0.000
2014-03-11	0.000
2014-03-12	0.000
2014-03-13	0.000
2014-03-14	0.000
2014-03-15	0.000
2014-03-16	0.000
2014-03-17	0.000
2014-03-18	0.000
2014-03-19	0.000
2014-03-20	0.000
2014-03-21	0.000
2014-03-22	0.000
2014-03-23	0.000
2014-03-24	0.000
2014-03-25	0.000
2014-03-26	0.000
2014-03-27	0.000
2014-03-28	0.000
2014-03-29	0.000
2014-03-30	0.000
2014-03-31	0.000
2014-04-01	0.000
2014-04-02	0.000
2014-04-03	0.000
2014-04-04	0.000
2014-04-05	0.000
2014-04-06	0.000
2014-04-07	0.000
2014-04-08	0.000
2014-04-09	0.000
2014-04-10	0.000
2014-04-11	0.000
2014-04-12	0.000
2014-04-13	0.000
2014-04-14	0.000
2014-04-15	0.000
2014-04-16	0.000
2014-04-17	0.000
2014-04-18	0.000
2014-04-19	0.000
2014-04-20	0.000
2014-04-21	0.000
2014-04-22	0.000
2014-04-23	0.000
2014-04-24	0.000
2014-04-25	0.000
2014-04-26	0.000
2014-04-27	0.000
2014-04-28	0.000
2014-04-29	0.000
2014-04-30	0.000
2014-05-01	0.000
2014-05-02	0.000
2014-05-03	0.000
2014-05-04	0.000
2014-05-05	0.000
2014-05-06	0.000
2014-05-07	0.000
2014-05-08	0.000
2014-05-09	0.000
2014-05-10	0.000
2014-05-11	0.000
2014-05-12	0.000
2014-05-13	0.000
2014-05-14	0.000
2014-05-15	0.000
2014-05-16	0.000
2014-05-17	0.000
2014-05-18	0.000
2014-05-19	0.000
2014-05-20	0.000
2014-05-21	0.000
2014-05-22	0.000
2014-05-23	0.000
2014-05-24	0.000
2014-05-25	0.000
2014-05-26	0.000
2014-05-27	0.000
2014-05-28	0.000
2014-05-29	0.000
2014-05-30	0.000
2014-05-31	0.000
2014-06-01	0.000
2014-06-02	0.000
2014-10-24	0.000
2014-10-25	0.000
2014-10-26	0.000
2014-10-27	0.000
2014-10-28	0.000
2014-10-29	0.000
2014-10-30	0.000
2014-10-31	0.000
2014-11-01	0.000
2014-11-02	0.000
2014-11-03	0.000
2014-11-04	0.000
2014-11-05	0.000
2014-11-06	0.000
2014-11-07	0.000
2014-11-08	0.000
2014-11-09	0.000
2014-11-10	0.000
2014-11-11	0.000
2014-11-12	0.000
2014-11-13	0.000
2014-11-14	0.000
2014-11-15	0.000
2014-11-16	0.000
2014-11-17	0.000
2014-11-18	0.000
2014-11-19	0.000
2014-11-20	0.000
2014-11-21	0.000
2014-11-22	0.000
2014-11-23	0.000
2014-11-24	0.000
2014-11-25	0.000
2014-11-26	0.000
2014-11-27	0.000
2014-11-28	0.000
2014-11-29	0.000
2014-11-30	0.000
2014-12-01	0.000
2014-12-02	0.000
2014-12-03	0.000
2014-12-04	0.000
2014-12-05	0.000
2014-12-06	0.000
2014-12-07	0.000
2014-12-08	0.000
2014-12-09	0.000
2014-12-10	0.000
2014-12-11	0.000
2014-12-12	2360.000
2014-12-13	2970.000
2014-12-14	1300.000
2014-12-15	867.000
2014-12-16	1760.000
2014-12-17	2190.000
2014-12-18	1940.000
2014-12-19	1330.000
2014-12-20	1740.000
2014-12-21	1550.000
2014-12-22	1190.000
2014-12-23	951.000
2014-12-24	781.000
2014-12-25	623.000
2014-12-26	516.000
2014-12-27	382.000
2014-12-28	337.000
2014-12-29	290.000
2014-12-30	357.000
2014-12-31	214.000
2015-01-01	73.200
2015-01-02	77.100
2015-01-03	73.600
2015-01-04	69.700
2015-01-05	60.300
2015-01-06	57.000
2015-01-07	56.000
2015-01-08	54.800
2015-01-09	51.000
2015-01-10	48.000
2015-01-11	42.300
2015-01-12	35.400
2015-01-13	16.700
2015-01-14	0.020
2015-01-15	0.000
2015-01-16	0.000
2015-01-17	0.000
2015-01-18	0.000
2015-01-19	0.000
2015-01-20	0.000
2015-01-21	0.000
2015-01-22	0.000
2015-01-23	0.000
2015-01-24	0.000
2015-01-25	0.000
2015-01-26	0.000
2015-01-27	0.000
2015-01-28	0.000
2015-01-29	0.000
2015-01-30	0.000
2015-01-31	0.000
2015-02-01	0.000
2015-02-02	0.000
2015-02-03	0.000
2015-02-04	0.000
2015-02-05	0.000
2015-02-06	0.000
2015-02-07	0.000
2015-02-08	6.900
2015-02-09	879.000
2015-02-10	1270.000
2015-02-11	507.000
2015-02-12	119.000
2015-02-13	2.260
2015-02-14	0.000
2015-02-15	0.000
2015-02-16	0.000
2015-02-17	0.000
2015-02-18	0.000
2015-02-19	0.000
2015-02-20	0.000
2015-02-21	0.000
2015-02-22	0.000
2015-02-23	0.000
2015-02-24	0.000
2015-02-25	0.000
2015-02-26	0.000
2015-02-27	0.000
2015-02-28	0.000
2015-03-01	0.000
2015-03-02	0.000
2015-03-03	0.000
2015-03-04	0.000
2015-03-05	0.000
2015-03-06	0.000
2015-03-07	0.000
2015-03-08	0.000
2015-03-09	0.000
2015-03-10	0.000
2015-03-11	0.000
2015-03-12	0.000
2015-03-13	0.000
2015-03-14	0.000
2015-03-15	0.000
2015-03-16	0.000
2015-03-17	0.000
2015-03-18	0.000
2015-03-19	0.000
2015-03-20	0.000
2015-03-21	0.000
2015-03-22	0.000
2015-03-23	0.000
2015-03-24	0.000
2015-03-25	0.000
2015-03-26	0.000
2015-03-27	0.000
2015-03-28	0.000
2015-03-29	0.000
2015-03-30	0.000
2015-03-31	0.000
2015-04-01	0.000
2015-04-02	0.000
2015-04-03	0.000
2015-04-04	0.000
2015-04-05	0.000
2015-04-06	0.000
2015-04-07	0.000
2015-04-08	0.000
2015-04-09	0.000
2015-04-10	0.000
2015-04-11	0.000
2015-04-12	0.000
2015-04-13	0.000
2015-04-14	0.000
2015-04-15	0.000
2015-04-16	0.000
2015-04-17	0.000
2015-04-18	0.000
2015-04-19	0.000
2015-04-20	0.000
2015-04-21	0.000
2015-04-22	0.000
2015-04-23	0.000
2015-04-24	0.000
2015-04-25	0.000
2015-04-26	0.000
2015-04-27	0.000
2015-04-28	0.000
2015-04-29	0.000
2015-04-30	0.000
2015-05-01	0.000
2015-05-02	0.000
2015-05-03	0.000
2015-05-04	0.000
2015-05-05	0.000
2015-05-06	0.000
2015-05-07	0.000
2015-05-08	0.000
2015-05-09	0.000
2015-05-10	0.000
2015-05-11	0.000
2015-05-12	0.000
2015-05-13	0.000
2015-05-14	0.000
2015-05-15	0.000
2015-05-16	0.000
2015-05-17	0.000
2015-05-18	0.000
2015-05-19	0.000
2015-05-20	0.000
2015-05-21	0.000
2015-05-22	0.000
2015-05-23	0.000
2015-05-24	0.000
2015-05-25	0.000
2015-05-26	0.000
2015-05-27	0.000
2015-05-28	0.000
2015-05-29	0.000
2015-05-30	0.000
2015-05-31	0.000
2015-06-01	0.000
2015-06-02	0.000
2015-06-03	0.000
2015-06-04	0.000
2015-06-05	0.000
2015-06-06	0.000
2015-06-07	0.000
2015-06-08	0.000
2015-06-09	0.000
2015-06-10	0.000
2015-06-11	0.000
2015-06-12	0.000
2015-06-13	0.000
2015-06-14	0.000
2015-06-15	0.000
2015-06-16	0.000
2015-06-17	0.000
2015-06-18	0.000
2015-06-19	0.000
2015-06-20	0.000
2015-06-21	0.000
2015-06-22	0.000
2015-06-23	0.000
2015-06-24	0.000
2015-06-25	0.000
2015-06-26	0.000
2015-06-27	0.000
2015-06-28	0.000
2015-06-29	0.000
2015-06-30	0.000
2015-07-01	0.000
2015-07-02	0.000
2015-07-03	0.000
2015-07-04	0.000
2015-07-05	0.000
2015-07-06	0.000
2015-07-07	0.000
2015-07-08	0.000
2015-07-09	0.000
2015-07-10	0.000
2015-07-11	0.000
2015-07-12	0.000
2015-07-13	0.000
2015-07-14	0.000
2015-07-15	0.000
2015-07-16	0.000
2015-07-17	0.000
2015-07-18	0.000
2015-07-19	0.000
2015-07-20	0.000
2015-07-21	0.000
2015-07-22	0.000
2015-07-23	0.000
2015-07-24	0.000
2015-07-25	0.000
2015-07-26	0.000
2015-07-27	0.000
2015-07-28	0.000
2015-07-29	0.000
2015-07-30	0.000
2015-07-31	0.000
2015-08-01	0.000
2015-08-02	0.000
2015-08-03	0.000
2015-08-04	0.000
2015-08-05	0.000
2015-08-06	0.000
2015-08-07	0.000
2015-08-08	0.000
2015-08-09	0.000
2015-08-10	0.000
2015-08-11	0.000
2015-08-12	0.000
2015-08-13	0.000
2015-08-14	0.000
2015-08-15	0.000
2015-08-16	0.000
2015-08-17	0.000
2015-08-18	0.000
2015-08-19	0.000
2015-08-20	0.000
2015-08-21	0.000
2015-08-22	0.000
2015-08-23	0.000
2015-08-24	0.000
