Dates	Flow	SSC
2013-03-11	40.71	16.00
2013-03-13	38.22	13.00
2013-03-19	6.91	12.00
2013-04-01	5.76	22.00
2014-03-02	220.22	47.00
2014-03-03	101.53	60.00
2014-03-05	40.18	25.00
2014-03-07	47.80	15.50
2014-04-02	64.65	6.00
2014-04-03	167.84	39.00
2014-04-08	6.27	10.00
2014-12-05	186.93	536.50
2014-12-12	8223.58	2046.00
2014-12-13	1321.02	489.00
2014-12-15	349.95	62.00
2014-12-16	1778.79	1180.00
2014-12-20	1336.19	1310.00
2014-12-22	555.17	79.00
2014-12-24	261.70	37.00
2014-12-29	79.34	29.00
2014-12-31	55.60	15.00
2015-01-05	24.18	8.00
2015-01-16	0.001	7.00
2015-02-07	2012.93	3295.00
2015-02-08	1027.57	470.00
2015-02-09	1598.10	1095.00
2015-02-10	893.96	307.00
2015-02-11	443.35	102.00
2015-02-17	87.06	14.00
2016-01-07	14.99	468.00
2016-01-08	123.58	353.00
2016-01-09	173.60	130.00
2016-01-12	92.50	34.00
2016-01-13	72.67	37.00
2016-01-18	645.84	256.50
2016-01-19	809.82	689.00
2016-01-20	1002.41	1000.50
2016-01-22	428.50	73.00
2016-01-25	341.01	117.00
2016-01-28	247.16	15.00
2016-02-02	205.14	11.50
2016-02-04	177.90	7.00
2016-03-06	852.71	10400.00
2016-03-07	1743.19	2450.00
2016-03-08	1543.05	947.00
2016-03-11	2738.62	1850.00
2016-03-12	2973.96	1170.00
2016-03-13	2741.92	2680.00
2016-03-14	2207.42	594.00
2016-03-16	1782.38	474.00
2016-03-17	2195.67	718.00
2016-03-24	824.65	104.00
2016-03-31	877.67	95.00
2016-04-01	713.42	89.00
2016-04-05	486.26	47.00
2016-04-07	269.79	34.00
2016-12-12	207.20	89.50
2016-12-16	1686.54	1270.00
2016-12-17	1196.09	223.00
2016-12-21	443.21	8.00
2016-12-27	387.81	22.00
2016-12-29	338.09	5.00
2017-01-02	284.17	3.00
2017-01-05	1178.41	435.00
2017-01-06	696.52	111.00
2017-01-08	3215.39	1350.00
2017-01-09	13058.72	1670.00
2017-01-10	4974.29	1605.00
2017-01-11	13007.30	1830.00
2017-01-13	4519.36	867.00
2017-01-14	3587.62	694.00
2017-01-17	3074.81	470.50
2017-01-19	7233.72	2646.67
2017-01-20	6892.11	1800.00
2017-01-21	7947.17	928.00
2017-01-23	8473.31	951.00
2017-01-24	5252.44	708.00
2017-01-26	3799.26	741.00
2017-01-30	3524.29	410.00
2017-02-02	3498.86	430.50
2017-02-06	5040.58	1000.00
2017-02-08	11094.44	1210.00
2017-02-10	10684.06	1295.00
2017-02-13	5097.04	761.00
2017-02-16	4529.31	643.00
2017-02-21	13632.38	1755.00
2017-02-23	6833.92	1000.00
2017-02-27	5164.50	717.00
2017-03-02	4418.70	537.00
2017-03-06	4196.05	541.00
2017-03-09	3966.61	355.00
2017-03-13	3449.87	291.00
2017-03-16	3289.96	295.00
2017-03-20	2933.22	240.00
2017-03-23	2240.03	224.00
2017-03-27	1985.05	125.00
2017-03-29	1839.55	126.00
2017-04-03	739.93	50.00
2017-04-04	619.38	34.00
2017-04-05	501.95	29.00
2017-04-10	1606.79	96.00
2017-04-13	1628.78	97.00
2017-04-17	1724.71	145.00
2017-04-20	1390.80	71.00
2017-04-24	694.13	38.00
2017-04-26	396.71	315.00
2017-04-27	342.58	30.00
2017-05-01	264.24	43.00
2017-05-03	130.39	23.00
